test,index,reference_real,reference_imag,rtl_real,rtl_imag
2,24,-0.0047708093842,0.00641399113728,-0.0078125,0
2,25,-0.00665273579571,0.00443181801544,-0.0078125,0
2,26,-0.00775687842717,0.00193151276353,-0.0078125,0
2,27,-0.00795414989918,-0.000794609256777,-0.015625,-0.0078125
2,28,-0.00722148683513,-0.00342783202325,-0.0078125,-0.0078125
2,29,-0.00564454624364,-0.0056603005391,-0.0078125,-0.0078125
2,30,-0.00340769119758,-0.00723101273622,-0.0078125,-0.0078125
2,31,-0.000772436602475,-0.00795633371501,0,-0.015625
2,32,0.001953125,-0.00775146484375,0,-0.0078125
2,33,0.0044503431071,-0.0066403577252,0,-0.0078125
2,34,0.00642726328103,-0.00475291396996,0,-0.0078125
2,35,0.00765276008815,-0.00230979815628,0,-0.0078125
2,36,0.0079835584055,0.000403360478324,0.0078125,0
2,37,0.00738098398333,0.00306936148527,0,0
2,38,0.00591548492394,0.0053765177024,0,0
2,39,0.00375839546229,0.00705509518281,0,0
2,40,0.00116190496033,0.00790884829496,0,0.0078125
2,41,-0.00157042602289,0.00783796316629,-0.0078125,0.0078125
2,42,-0.00411915556364,0.00685072710973,-0.0078125,0
2,43,-0.00618630692614,0.00506255973842,-0.0078125,0
2,44,-0.00753020557978,0.00268251904296,-0.0078125,0
2,45,-0.00799373382035,-1.11399691474e-05,-0.015625,-0.0078125
2,46,-0.00752269969463,-0.00270349658663,-0.0078125,-0.0078125
2,47,-0.00617217268292,-0.00507978236362,-0.0078125,-0.0078125
2,48,-0.00410004542314,-0.00686218128715,-0.0078125,-0.0078125
2,49,-0.00154857418736,-0.00784230976663,-0.0078125,-0.015625
2,50,0.00118394375193,-0.00790557914904,0,-0.015625
2,51,0.00377804461364,-0.0070445924926,0,-0.0078125
2,52,0.00593044721601,-0.00536000935704,0,-0.0078125
2,53,0.00738951014659,-0.0030487775063,0,-0.0078125
2,54,0.00798465163026,-0.00038110737719,0.0078125,-0.0078125
2,55,0.00764629256345,0.00233111872791,0,0
2,56,0.00641399113728,0.0047708093842,0,0
2,57,0.00443181801544,0.00665273579571,0,0
2,58,0.00193151276353,0.00775687842717,0,0
2,59,-0.000794609256777,0.00795414989918,-0.0078125,0.0078125
2,60,-0.00342783202325,0.00722148683513,-0.0078125,0
2,61,-0.0056603005391,0.00564454624364,-0.0078125,0
2,62,-0.00723101273622,0.00340769119758,-0.0078125,0
2,63,-0.00795633371501,0.000772436602475,-0.015625,0
2,64,-0.00775146484375,-0.001953125,-0.0078125,-0.0078125
2,65,-0.0066403577252,-0.0044503431071,-0.0078125,-0.0078125
2,66,-0.00475291396996,-0.00642726328103,-0.0078125,-0.0078125
2,67,-0.00230979815628,-0.00765276008815,-0.0078125,-0.0078125
2,68,0.000403360478324,-0.0079835584055,0,-0.015625
2,69,0.00306936148527,-0.00738098398333,0,-0.0078125
2,70,0.0053765177024,-0.00591548492394,0,-0.0078125
2,71,0.00705509518281,-0.00375839546229,0,-0.0078125
2,72,0.00790884829496,-0.00116190496033,0.0078125,-0.0078125
2,73,0.00783796316629,0.00157042602289,0.0078125,0
2,74,0.00685072710973,0.00411915556364,0,0
2,75,0.00506255973842,0.00618630692614,0,0
2,76,0.00268251904296,0.00753020557978,0,0
2,77,-1.11399691474e-05,0.00799373382035,0,0.0078125
2,78,-0.00270349658663,0.00752269969463,-0.0078125,0
2,79,-0.00507978236362,0.00617217268292,-0.0078125,0
2,80,-0.00686218128715,0.00410004542314,-0.0078125,0
2,81,-0.00784230976663,0.00154857418736,-0.0078125,0
2,82,-0.00790557914904,-0.00118394375193,-0.015625,-0.0078125
2,83,-0.0070445924926,-0.00377804461364,-0.0078125,-0.0078125
2,84,-0.00536000935704,-0.00593044721601,-0.0078125,-0.0078125
2,85,-0.0030487775063,-0.00738951014659,-0.0078125,-0.0078125
2,86,-0.00038110737719,-0.00798465163026,-0.0078125,-0.015625
2,87,0.00233111872791,-0.00764629256345,0,-0.0078125
2,88,0.0047708093842,-0.00641399113728,0,-0.0078125
2,89,0.00665273579571,-0.00443181801544,0,-0.0078125
2,90,0.00775687842717,-0.00193151276353,0,-0.0078125
2,91,0.00795414989918,0.000794609256777,0.0078125,0
2,92,0.00722148683513,0.00342783202325,0,0
2,93,0.00564454624364,0.0056603005391,0,0
2,94,0.00340769119758,0.00723101273622,0,0
2,95,0.000772436602475,0.00795633371501,0,0.0078125
2,96,-0.001953125,0.00775146484375,-0.0078125,0
2,97,-0.0044503431071,0.0066403577252,-0.0078125,0
2,98,-0.00642726328103,0.00475291396996,-0.0078125,0
2,99,-0.00765276008815,0.00230979815628,-0.0078125,0
2,100,-0.0079835584055,-0.000403360478324,-0.015625,-0.0078125
2,101,-0.00738098398333,-0.00306936148527,-0.0078125,-0.0078125
2,102,-0.00591548492394,-0.0053765177024,-0.0078125,-0.0078125
2,103,-0.00375839546229,-0.00705509518281,-0.0078125,-0.0078125
2,104,-0.00116190496033,-0.00790884829496,-0.0078125,-0.015625
2,105,0.00157042602289,-0.00783796316629,0,-0.0078125
2,106,0.00411915556364,-0.00685072710973,0,-0.0078125
2,107,0.00618630692614,-0.00506255973842,0,-0.0078125
2,108,0.00753020557978,-0.00268251904296,0,-0.0078125
2,109,0.00799373382035,1.11399691474e-05,0.0078125,0
2,110,0.00752269969463,0.00270349658663,0,0
2,111,0.00617217268292,0.00507978236362,0,0
2,112,0.00410004542314,0.00686218128715,0,0
2,113,0.00154857418736,0.00784230976663,0,0.0078125
2,114,-0.00118394375193,0.00790557914904,-0.0078125,0.0078125
2,115,-0.00377804461364,0.0070445924926,-0.0078125,0
2,116,-0.00593044721601,0.00536000935704,-0.0078125,0
2,117,-0.00738951014659,0.0030487775063,-0.0078125,0
2,118,-0.00798465163026,0.00038110737719,-0.015625,0
2,119,-0.00764629256345,-0.00233111872791,-0.0078125,-0.0078125
2,120,-0.00641399113728,-0.0047708093842,-0.0078125,-0.0078125
2,121,-0.00443181801544,-0.00665273579571,-0.0078125,-0.0078125
2,122,-0.00193151276353,-0.00775687842717,-0.0078125,-0.0078125
2,123,0.000794609256777,-0.00795414989918,0,-0.015625
2,124,0.00342783202325,-0.00722148683513,0,-0.0078125
2,125,0.0056603005391,-0.00564454624364,0,-0.0078125
2,126,0.00723101273622,-0.00340769119758,0,-0.0078125
2,127,0.00795633371501,-0.000772436602475,0.0078125,-0.0078125
3,0,-0.0164794921875,-0.0204467773438,-0.0234375,-0.0234375
3,1,0.0215388889204,-0.0441837775232,0.015625,-0.046875
3,2,0.0128098563443,-0.0188173511113,0.0078125,-0.0234375
3,3,0.0200331178833,-0.00621822830376,0.015625,-0.0078125
3,4,-0.0182343930763,-0.00248155839839,-0.0234375,-0.0078125
3,5,-0.0182791701624,0.0163739449766,-0.0234375,0.015625
3,6,0.0289003895033,-0.0467895678976,0.0234375,-0.0546875
3,7,0.0172953685,-0.0477813400119,0.015625,-0.0546875
3,8,0.0313747209134,-0.0239133967269,0.03125,-0.03125
3,9,0.0316775986887,0.0767416074951,0.03125,0.0703125
3,10,-0.0678210525947,0.0318248694893,-0.0703125,0.03125
3,11,-0.0367478639457,0.031110425183,-0.0390625,0.0234375
3,12,-4.79546956897e-05,-0.007778465165,-0.0078125,-0.0078125
3,13,0.0613642755022,-0.0118538291769,0.0546875,-0.015625
3,14,0.0089759502207,0.0711363444785,0.0078125,0.0703125
3,15,-0.0556168768929,-0.0318577864873,-0.0625,-0.0390625
3,16,-0.122734151233,-0.0111947151833,-0.125,-0.015625
3,17,-0.050069092403,-0.032548042052,-0.0546875,-0.0390625
3,18,-0.0279392286003,0.165932906648,-0.03125,0.1640625
3,19,-0.065634352345,-0.054183309038,-0.0703125,-0.0546875
3,20,0.0425300759642,-0.0201743310298,0.0390625,-0.0234375
3,21,-0.00420477305712,0.0205196341736,-0.0078125,0.015625
3,22,0.0496288074687,-0.0424861200154,0.046875,-0.046875
3,23,0.0136638472933,-0.0282828209655,0.0078125,-0.03125
3,24,-0.0232914794933,0.0363927535508,-0.0234375,0.03125
3,25,-0.0287914331062,0.0127024548857,-0.03125,0.0078125
3,26,0.0825498687307,0.0174833107814,0.078125,0.015625
3,27,0.0461499713143,-0.0362648860855,0.0390625,-0.0390625
3,28,0.025603660201,-0.0371809165356,0.0234375,-0.0390625
3,29,0.0291949137647,0.0533353519914,0.0234375,0.046875
3,30,-0.0278754746186,-0.0577270230863,-0.03125,-0.0625
3,31,0.00628771334345,-0.022243907295,0,-0.03125
3,32,0.0029296875,-0.0386352539062,0,-0.0390625
3,33,0.00614856329048,0.0450401727687,0,0.0390625
3,34,0.0372262828353,-0.0496135559072,0.03125,-0.0546875
3,35,-0.0307759432918,-0.0328536074083,-0.03125,-0.0390625
3,36,-0.0577658677354,-0.0641998480837,-0.0625,-0.0703125
3,37,0.00599694850052,0.0783665996347,0,0.078125
3,38,-0.030739326766,-0.0529018387226,-0.03125,-0.0546875
3,39,0.00147451096253,-0.0573459151469,0,-0.0625
3,40,-0.0529653247436,0.00423598606288,-0.0546875,0
3,41,-0.0474679625455,0.0509545234417,-0.0546875,0.046875
3,42,0.11066592401,0.0312912777659,0.109375,0.0234375
3,43,0.0028667999506,0.0409043264844,0,0.0390625
3,44,-0.0645219297299,-0.00148025794468,-0.0703125,-0.0078125
3,45,-0.0780987320496,0.0628998106963,-0.078125,0.0625
3,46,0.0365865271745,-0.0739383584438,0.03125,-0.078125
3,47,-0.0667230333265,-0.0593952810594,-0.0703125,-0.0625
3,48,0.0292202331209,-0.0536113743809,0.0234375,-0.0546875
3,49,-0.014188819739,-0.0883844869977,-0.015625,-0.09375
3,50,0.0187869326725,-0.000572205220069,0.015625,-0.0078125
3,51,0.0293078414403,0.108422928853,0.0234375,0.1015625
3,52,0.0366447297988,-0.0517204186228,0.03125,-0.0546875
3,53,-0.0566136717423,0.0277605453445,-0.0625,0.0234375
3,54,-0.0040564124044,0.0167989837216,-0.0078125,0.015625
3,55,0.0229574187515,0.0299583362103,0.015625,0.0234375
3,56,-0.102316604328,-0.0245130867097,-0.109375,-0.03125
3,57,-0.0106652500524,-0.058160802843,-0.015625,-0.0625
3,58,-0.0343628733612,-0.0833052248908,-0.0390625,-0.0859375
3,59,-0.028027251528,-0.0232067559457,-0.03125,-0.0234375
3,60,-0.124955584462,-0.0594318361359,-0.1328125,-0.0625
3,61,-0.0492731572793,-0.0354396284726,-0.0546875,-0.0390625
3,62,-0.027154697502,-0.0269446076946,-0.03125,-0.03125
3,63,0.11308133024,-0.0396216591389,0.109375,-0.046875
3,64,0.0648193359375,-0.0199584960938,0.0625,-0.0234375
3,65,0.00755960103714,-0.00360264240729,0,-0.0078125
3,66,-0.0743925445195,0.0134319280494,-0.078125,0.0078125
3,67,0.0795936389961,0.027245727957,0.078125,0.0234375
3,68,-0.00519648894394,-0.0527741737194,-0.0078125,-0.0546875
3,69,0.0664185103831,0.0100260771992,0.0625,0.0078125
3,70,0.0682628450081,-0.0348936387025,0.0625,-0.0390625
3,71,0.0363554065232,0.0143479748649,0.03125,0.0078125
3,72,0.00526503123945,0.0518008924332,0,0.046875
3,73,0.00926663477468,-0.0660344490143,0.0078125,-0.0703125
3,74,0.0427913038401,-0.0205848869218,0.0390625,-0.0234375
3,75,-0.0396684483807,-0.00729205336471,-0.046875,-0.0078125
3,76,-0.0826466077378,0.00866064178149,-0.0859375,0.0078125
3,77,-0.000728970418092,-0.0613713361451,-0.0078125,-0.0625
3,78,-0.0591139175327,0.051378291806,-0.0625,0.046875
3,79,-0.0350067908644,-0.037192269551,-0.0390625,-0.0390625
3,80,-0.0319289347041,-0.0110220816917,-0.0390625,-0.015625
3,81,0.00459945322181,-0.00559704441677,0,-0.0078125
3,82,-0.0501180859747,0.00919386258704,-0.0546875,0.0078125
3,83,0.136993340027,0.00972986494659,0.1328125,0.0078125
3,84,-0.0773612997957,0.0466015201042,-0.078125,0.0390625
3,85,0.00534714986517,0.0718835578715,0,0.0703125
3,86,0.115728181019,-0.0535033892553,0.109375,-0.0546875
3,87,0.0634296443594,-0.00487134634582,0.0625,-0.0078125
3,88,0.00405772960114,-0.0623462186143,0,-0.0625
3,89,-0.130195638235,0.121753482772,-0.1328125,0.1171875
3,90,0.0428959768868,0.0347958855225,0.0390625,0.03125
3,91,0.0325365504351,-0.0453531758334,0.03125,-0.046875
3,92,-0.030556766264,-0.0131883440739,-0.03125,-0.015625
3,93,0.0250563155202,-0.0226947880521,0.0234375,-0.0234375
3,94,-0.0991489613855,-0.00571453182849,-0.1015625,-0.0078125
3,95,0.0675983405595,8.41735387765e-05,0.0625,0
3,96,-0.048828125,0.0785522460938,-0.0546875,0.078125
3,97,-0.032580520075,0.0265017377839,-0.0390625,0.0234375
3,98,0.0489659393897,0.0139445103497,0.046875,0.0078125
3,99,-0.0711149952819,0.0464030151138,-0.078125,0.0390625
3,100,-0.106902099251,0.0987527018145,-0.109375,0.09375
3,101,0.00960859954969,-0.0415742374429,0.0078125,-0.046875
3,102,-0.0065424061205,-0.0372576058255,-0.0078125,-0.0390625
3,103,0.0137259002592,0.0911354093831,0.0078125,0.0859375
3,104,0.0348802600907,-0.0238227005192,0.03125,-0.03125
3,105,-0.0429892506805,-0.0999034029271,-0.046875,-0.1015625
3,106,-0.0409084788168,-0.0122283488758,-0.046875,-0.015625
3,107,-0.120056100013,-0.00816334783473,-0.125,-0.015625
3,108,0.0105108827564,0.0119450715986,0.0078125,0.0078125
3,109,-0.121025984084,-0.00912078406581,-0.125,-0.015625
3,110,-0.0110167951438,0.0133779718823,-0.015625,0.0078125
3,111,-0.0296571380079,0.0728900166876,-0.03125,0.0703125
3,112,-0.0356899596834,0.0553203587559,-0.0390625,0.0546875
3,113,0.0328446661243,-0.0167717854825,0.03125,-0.0234375
3,114,-0.0614393841898,0.102367051045,-0.0625,0.1015625
3,115,0.0666960979482,-0.0819315677154,0.0625,-0.0859375
3,116,-0.0124451257109,0.0142578266854,-0.015625,0.0078125
3,117,-0.00758216025639,-0.045169180446,-0.0078125,-0.046875
3,118,0.090488160885,-0.0572587264853,0.0859375,-0.0625
3,119,0.0625288334916,0.0260857808555,0.0625,0.0234375
3,120,0.02145269797,0.117849364273,0.015625,0.1171875
3,121,-0.0553227529033,-0.00694496786923,-0.0625,-0.0078125
3,122,0.0608755008481,-0.0603393418113,0.0546875,-0.0625
3,123,0.0962738727687,0.0406969867101,0.09375,0.0390625
3,124,-0.0385614813179,-0.096370112275,-0.0390625,-0.1015625
3,125,0.00958021964609,-0.0352699407001,0.0078125,-0.0390625
3,126,-0.0440556823054,0.068169128569,-0.046875,0.0625
3,127,0.0486167488306,0.0713724157436,0.046875,0.0703125
4,0,0.0401611328125,-0.0223388671875,0.0390625,-0.0234375
4,1,-0.0407940063304,-0.0116658645807,-0.046875,-0.015625
4,2,-0.0243886862613,0.0290495566617,-0.03125,0.0234375
4,3,0.0251782522462,0.0220410346151,0.0234375,0.015625
4,4,-0.0502944723841,-0.00411506175085,-0.0546875,-0.0078125
4,5,0.0826554477303,0.0152983972888,0.078125,0.0078125
4,6,-0.0191353486115,0.044353389366,-0.0234375,0.0390625
4,7,-0.0345881194951,0.0592106670605,-0.0390625,0.0546875
4,8,0.0730472614651,0.00720013663265,0.0703125,0
4,9,-0.0133683429454,0.0332539689595,-0.015625,0.03125
4,10,0.000970537201488,-0.0714881703371,0,-0.078125
4,11,0.0483885326613,-0.113315434422,0.046875,-0.1171875
4,12,0.0307733629874,0.0329134349371,0.0234375,0.03125
4,13,0.0534418278378,0.070117572287,0.046875,0.0625
4,14,-0.0564643887432,0.107611811259,-0.0625,0.1015625
4,15,0.0305860811729,0.0830419667865,0.0234375,0.078125
4,16,-0.034713036027,0.0360826323852,-0.0390625,0.03125
4,17,-0.0469044403884,-0.0313661088198,-0.0546875,-0.0390625
4,18,0.0364260646332,-0.0333462212323,0.03125,-0.0390625
4,19,-0.0252423486539,0.000242208223591,-0.03125,0
4,20,0.0300405830317,-0.0167402854883,0.0234375,-0.0234375
4,21,0.0120066707754,0.00380255556582,0.0078125,0
4,22,-1.76793378332e-05,-0.0243119447191,0,-0.03125
4,23,0.0335290703714,0.0272741621003,0.03125,0.0234375
4,24,0.00869465130116,-0.0451305273908,0.0078125,-0.046875
4,25,-0.00821353510185,-0.0822250103826,-0.015625,-0.0859375
4,26,-0.0494149460846,-0.0915552680372,-0.0546875,-0.09375
4,27,0.0282056037243,-0.0234292289555,0.0234375,-0.03125
4,28,0.0329942990075,-0.00184134690617,0.03125,-0.0078125
4,29,0.0837616363688,0.0310305841869,0.078125,0.0234375
4,30,-0.0508902127862,0.00869574025208,-0.0546875,0.0078125
4,31,0.0331463291838,-0.00598621366604,0.03125,-0.0078125
4,32,0.0625,0.0291748046875,0.0625,0.0234375
4,33,0.0199654145738,0.0273608047955,0.015625,0.0234375
4,34,0.055500121433,-0.0454597698738,0.0546875,-0.046875
4,35,0.0208634426783,0.0760685363436,0.015625,0.0703125
4,36,-0.045971412676,-0.0264992211081,-0.046875,-0.03125
4,37,0.053300985735,-0.0648481011459,0.046875,-0.0703125
4,38,0.0964501761892,0.0262148076016,0.09375,0.0234375
4,39,-0.045206661084,0.0135000815123,-0.046875,0.0078125
4,40,0.0739737573822,-0.137677110671,0.0703125,-0.140625
4,41,-0.138003299565,-0.00881932191572,-0.140625,-0.015625
4,42,0.140623499635,-0.0184680842991,0.140625,-0.0234375
4,43,0.0224397248504,0.051526426482,0.015625,0.046875
4,44,-0.0793701382859,-0.0122720684326,-0.0859375,-0.015625
4,45,0.0307260719847,0.0156550178093,0.0234375,0.015625
4,46,-0.0598844554839,0.0280038894497,-0.0625,0.0234375
4,47,-0.0297293599866,-0.0427031958585,-0.03125,-0.046875
4,48,-0.0213103807555,0.0436736047338,-0.0234375,0.0390625
4,49,-0.0524058284024,-0.0211781475594,-0.0546875,-0.0234375
4,50,-0.0206854141423,-0.0315953991822,-0.0234375,-0.0390625
4,51,-0.00794882816343,-0.0731594751096,-0.0078125,-0.078125
4,52,-0.0683943827396,-0.000228992475694,-0.0703125,-0.0078125
4,53,0.0528333496907,-0.0138687209565,0.046875,-0.015625
4,54,0.0292406317815,-0.0727400403255,0.0234375,-0.078125
4,55,-0.00263856096242,0.00614932889558,-0.0078125,0
4,56,0.055797117518,0.00327968273482,0.0546875,0
4,57,0.0214278213228,-0.0768118367982,0.015625,-0.078125
4,58,-0.0567801941944,-0.0327260149341,-0.0625,-0.0390625
4,59,0.0285824882725,-0.0161847901752,0.0234375,-0.0234375
4,60,-0.0312665084608,-0.0917519708902,-0.0390625,-0.09375
4,61,0.00503614336962,0.0208621672325,0,0.015625
4,62,-0.0473042696084,0.049747483764,-0.0546875,0.046875
4,63,-0.105214927487,-0.060259206619,-0.109375,-0.0625
4,64,0.0244140625,0.0869140625,0.0234375,0.0859375
4,65,0.0577383279667,0.0156846442824,0.0546875,0.015625
4,66,-0.0294925713463,0.024938259039,-0.03125,0.0234375
4,67,-0.0906726160701,-0.00619117370035,-0.09375,-0.0078125
4,68,0.0228235149959,-0.0556392089575,0.015625,-0.0625
4,69,-0.0113655678291,-0.00138971006975,-0.015625,-0.0078125
4,70,-0.0210698226053,0.0266382815522,-0.0234375,0.0234375
4,71,-0.0374158348719,0.0371200537319,-0.0390625,0.03125
4,72,0.0713579636515,-0.00786264559541,0.0703125,-0.0078125
4,73,0.071699497579,-0.0383568084791,0.0703125,-0.0390625
4,74,0.0505426189806,-0.0470607979623,0.046875,-0.0546875
4,75,-0.0263860281434,-0.094302030269,-0.03125,-0.1015625
4,76,-0.0229853799485,0.017377224142,-0.0234375,0.015625
4,77,0.0842554960664,-0.06683870991,0.078125,-0.0703125
4,78,-0.0445406061995,0.0197987685007,-0.046875,0.015625
4,79,0.0474756915198,0.0468954859358,0.046875,0.0390625
4,80,0.112715965715,-0.0510972808227,0.109375,-0.0546875
4,81,0.128004632323,-0.00168541670724,0.125,-0.0078125
4,82,-0.03419547453,0.0202553735193,-0.0390625,0.015625
4,83,-0.0421857347087,0.0188202056313,-0.046875,0.015625
4,84,-0.00171124370509,0.0359211732162,-0.0078125,0.03125
4,85,0.058493256251,-0.0666444096831,0.0546875,-0.0703125
